Year,Month,Seed_Variety,Land_area,Max_rain,Max_Temp,Humidity,Seeds_qty,Tot_yield
2018,4,NSIC RC 192,142,92.4,35.5,90,8520,568
2018,4,NSIC RC 11,194,92.4,35.5,90,11640,853.6
2018,4,NSIC RC 120,86,92.4,35.5,90,6880,430
2018,4,NSIC RC 396,45,92.4,35.5,90,2700,270
2018,4,NSIC RC 350,79,92.4,35.5,90,6320,616.2
2018,4,NSIC RC 410,64,92.4,35.5,90,5120,544
2018,4,NSIC RC 100,87,92.4,35.5,90,6960,374.1
2018,4,NSIC RC 102,10,92.4,35.5,90,600,40
2018,4,NSIC RC 242,22,92.4,35.5,90,1760,107.8
2018,4,NSIC RC 56,73,92.4,35.5,90,4380,430.7
2018,4,NSIC RC 12,141,92.4,35.5,90,7050,662.7
2018,4,NSIC RC 42,49,92.4,35.5,90,3430,176.4
2018,4,NSIC RC 442,129,92.4,35.5,90,6450,941.7
2018,4,NSIC RC 510,33,92.4,35.5,90,2640,237.6
,,,,,,,,
2018,5,NSIC RC 222,54,42.7,35.2,90,4320,432
2018,5,NSIC RC 192,86,42.7,35.2,90,5160,455.8
2018,5,NSIC RC 11,79,42.7,35.2,90,4740,347.6
2018,5,NSIC RC 120,142,42.7,35.2,90,11360,752.6
2018,5,NSIC RC 396,94,42.7,35.2,90,5640,554.6
2018,5,NSIC RC 350,135,42.7,35.2,90,10800,985.5
2018,5,NSIC RC 410,117,42.7,35.2,90,9360,959.4
2018,5,NSIC RC 100,78,42.7,35.2,90,6240,390
2018,5,NSIC RC 102,108,42.7,35.2,90,6480,648
2018,5,NSIC RC 242,122,42.7,35.2,90,9760,524.6
2018,5,NSIC RC 56,95,42.7,35.2,90,5700,513
2018,5,NSIC RC 12,101,42.7,35.2,90,5050,575.7
2018,5,NSIC RC 42,32,42.7,35.2,90,2240,147.2
2018,5,NSIC RC 442,129,42.7,35.2,90,6450,1070.7
2018,5,NSIC RC 510,133,42.7,35.2,90,10640,691.6
,,,,,,,,
2018,6,NSIC RC 222,84,13.4,34.6,93,6720,604.8
2018,6,NSIC RC 192,80,13.4,34.6,93,4800,320
2018,6,NSIC RC 11,112,13.4,34.6,93,6720,492.8
2018,6,NSIC RC 120,97,13.4,34.6,93,7760,582
2018,6,NSIC RC 396,121,13.4,34.6,93,7260,847
2018,6,NSIC RC 350,85,13.4,34.6,93,6800,578
2018,6,NSIC RC 410,73,13.4,34.6,93,5840,474.5
2018,6,NSIC RC 100,64,13.4,34.6,93,5120,288
2018,6,NSIC RC 102,93,13.4,34.6,93,5580,399.9
2018,6,NSIC RC 242,134,13.4,34.6,93,10720,589.6
2018,6,NSIC RC 56,122,13.4,34.6,93,7320,841.8
2018,6,NSIC RC 12,78,13.4,34.6,93,3900,444.6
2018,6,NSIC RC 42,56,13.4,34.6,93,3920,257.6
2018,6,NSIC RC 442,119,13.4,34.6,93,5950,904.4
2018,6,NSIC RC 510,98,13.4,34.6,93,7840,607.6
,,,,,,,,
2018,7,NSIC RC 222,73,28.6,34.8,90,5840,438
2018,7,NSIC RC 192,56,28.6,34.8,90,3360,224
2018,7,NSIC RC 11,81,28.6,34.8,90,4860,356.4
2018,7,NSIC RC 120,62,28.6,34.8,90,4960,372
2018,7,NSIC RC 396,52,28.6,34.8,90,3120,364
2018,7,NSIC RC 350,91,28.6,34.8,90,7280,618.8
2018,7,NSIC RC 410,112,28.6,34.8,90,8960,728
2018,7,NSIC RC 100,57,28.6,34.8,90,4560,256.5
2018,7,NSIC RC 102,83,28.6,34.8,90,4980,356.9
2018,7,NSIC RC 242,46,28.6,34.8,90,3680,202.4
2018,7,NSIC RC 56,97,28.6,34.8,90,5820,669.3
2018,7,NSIC RC 12,57,28.6,34.8,90,2850,324.9
2018,7,NSIC RC 42,68,28.6,34.8,90,4760,312.8
2018,7,NSIC RC 442,68,28.6,34.8,90,3400,516.8
2018,7,NSIC RC 510,119,28.6,34.8,90,9520,737.8
,,,,,,,,
2018,8,NSIC RC 222,87,39,35.6,91,6960,591.6
2018,8,NSIC RC 192,87,39,35.6,91,5220,461.1
2018,8,NSIC RC 11,62,39,35.6,91,3720,272.8
2018,8,NSIC RC 120,91,39,35.6,91,7280,482.3
2018,8,NSIC RC 396,92,39,35.6,91,5520,542.8
2018,8,NSIC RC 350,73,39,35.6,91,5840,532.9
2018,8,NSIC RC 410,73,39,35.6,91,5840,598.6
2018,8,NSIC RC 100,81,39,35.6,91,6480,405
2018,8,NSIC RC 102,81,39,35.6,91,4860,486
2018,8,NSIC RC 242,81,39,35.6,91,6480,348.3
2018,8,NSIC RC 56,114,39,35.6,91,6840,615.6
2018,8,NSIC RC 12,91,39,35.6,91,4550,518.7
2018,8,NSIC RC 42,91,39,35.6,91,6370,418.6
2018,8,NSIC RC 442,63,39,35.6,91,3150,522.9
2018,8,NSIC RC 510,59,39,35.6,91,4720,306.8
,,,,,,,,
2018,9,NSIC RC 222,94,59.9,34,83,7520,564
2018,9,NSIC RC 192,82,59.9,34,83,4920,352.6
2018,9,NSIC RC 11,82,59.9,34,83,4920,369
2018,9,NSIC RC 120,82,59.9,34,83,6560,459.2
2018,9,NSIC RC 396,84,59.9,34,83,5040,562.8
2018,9,NSIC RC 350,86,59.9,34,83,6880,645
2018,9,NSIC RC 410,94,59.9,34,83,7520,761.4
2018,9,NSIC RC 100,86,59.9,34,83,6880,421.4
2018,9,NSIC RC 102,94,59.9,34,83,5640,432.4
2018,9,NSIC RC 242,91,59.9,34,83,7280,409.5
2018,9,NSIC RC 56,88,59.9,34,83,5280,466.4
2018,9,NSIC RC 12,88,59.9,34,83,4400,404.8
2018,9,NSIC RC 42,89,59.9,34,83,6230,347.1
2018,9,NSIC RC 442,88,59.9,34,83,4400,686.4
2018,9,NSIC RC 510,92,59.9,34,83,7360,708.4
,,,,,,,,
2018,10,NSIC RC 222,116,15.6,34.7,92,9280,928
2018,10,NSIC RC 192,97,15.6,34.7,92,5820,388
2018,10,NSIC RC 11,67,15.6,34.7,92,4020,294.8
2018,10,NSIC RC 120,98,15.6,34.7,92,7840,490
2018,10,NSIC RC 396,128,15.6,34.7,92,7680,768
2018,10,NSIC RC 350,165,15.6,34.7,92,13200,1287
2018,10,NSIC RC 410,79,15.6,34.7,92,6320,671.5
2018,10,NSIC RC 100,79,15.6,34.7,92,6320,339.7
2018,10,NSIC RC 102,85,15.6,34.7,92,5100,340
2018,10,NSIC RC 242,98,15.6,34.7,92,7840,480.2
2018,10,NSIC RC 56,73,15.6,34.7,92,4380,430.7
2018,10,NSIC RC 12,132,15.6,34.7,92,6600,620.4
2018,10,NSIC RC 42,122,15.6,34.7,92,8540,439.2
2018,10,NSIC RC 442,98,15.6,34.7,92,4900,715.4
2018,10,NSIC RC 510,68,15.6,34.7,92,5440,489.6
,,,,,,,,
2018,11,NSIC RC 222,88,4.5,34.6,83,7040,572
2018,11,NSIC RC 192,96,4.5,34.6,83,5760,384
2018,11,NSIC RC 11,91,4.5,34.6,83,5460,400.4
2018,11,NSIC RC 120,89,4.5,34.6,83,7120,445
2018,11,NSIC RC 396,84,4.5,34.6,83,5040,504
2018,11,NSIC RC 350,90,4.5,34.6,83,7200,702
2018,11,NSIC RC 410,92,4.5,34.6,83,7360,782
2018,11,NSIC RC 100,93,4.5,34.6,83,7440,399.9
2018,11,NSIC RC 102,90,4.5,34.6,83,5400,360
2018,11,NSIC RC 242,91,4.5,34.6,83,7280,445.9
2018,11,NSIC RC 56,87,4.5,34.6,83,5220,513.3
2018,11,NSIC RC 12,92,4.5,34.6,83,4600,432.4
2018,11,NSIC RC 42,85,4.5,34.6,83,5950,306
2018,11,NSIC RC 442,87,4.5,34.6,83,4350,635.1
2018,11,NSIC RC 510,94,4.5,34.6,83,7520,676.8
,,,,,,,,
2018,12,NSIC RC 222,93,11.2,35.3,86,7440,725.4
2018,12,NSIC RC 192,90,11.2,35.3,86,5400,477
2018,12,NSIC RC 11,88,11.2,35.3,86,5280,387.2
2018,12,NSIC RC 120,92,11.2,35.3,86,7360,487.6
2018,12,NSIC RC 396,90,11.2,35.3,86,5400,531
2018,12,NSIC RC 350,91,11.2,35.3,86,7280,664.3
2018,12,NSIC RC 410,93,11.2,35.3,86,7440,762.6
2018,12,NSIC RC 100,93,11.2,35.3,86,7440,465
2018,12,NSIC RC 102,86,11.2,35.3,86,5160,516
2018,12,NSIC RC 242,90,11.2,35.3,86,7200,387
2018,12,NSIC RC 56,86,11.2,35.3,86,5160,464.4
2018,12,NSIC RC 12,91,11.2,35.3,86,4550,518.7
2018,12,NSIC RC 42,92,11.2,35.3,86,6440,423.2
2018,12,NSIC RC 442,92,11.2,35.3,86,4600,763.6
2018,12,NSIC RC 510,91,11.2,35.3,86,7280,473.2
