Year,Month,Seed_Variety,Land_area,Max_rain,Max_Temp,Humidity,Seeds_qty,Tot_yield
2015,10,NSIC RC 102,167,28.1,37,91,10020,718.1
2015,10,NSIC RC 242,97,28.1,37,91,7760,426.8
2015,10,NSIC RC 56,97,28.1,37,91,5820,669.3
2015,10,NSIC RC 12,112,28.1,37,91,5600,638.4
2015,10,NSIC RC 42,132,28.1,37,91,9240,607.2
2015,10,NSIC RC 442,78,28.1,37,91,3900,592.8
2015,10,NSIC RC 510,86,28.1,37,91,6880,533.2
,,,,,,,,
2015,11,NSIC RC 222,142,19.4,35.2,91,11360,1107.6
2015,11,NSIC RC 192,163,19.4,35.2,91,9780,863.9
2015,11,NSIC RC 11,122,19.4,35.2,91,7320,536.8
2015,11,NSIC RC 120,173,19.4,35.2,91,13840,916.9
2015,11,NSIC RC 396,97,19.4,35.2,91,5820,572.3
2015,11,NSIC RC 350,97,19.4,35.2,91,7760,708.1
2015,11,NSIC RC 410,125,19.4,35.2,91,10000,1025
2015,11,NSIC RC 100,148,19.4,35.2,91,11840,740
2015,11,NSIC RC 102,98,19.4,35.2,91,5880,588
2015,11,NSIC RC 242,86,19.4,35.2,91,6880,369.8
2015,11,NSIC RC 56,113,19.4,35.2,91,6780,610.2
2015,11,NSIC RC 12,119,19.4,35.2,91,5950,678.3
2015,11,NSIC RC 42,85,19.4,35.2,91,5950,391
2015,11,NSIC RC 442,85,19.4,35.2,91,4250,705.5
2015,11,NSIC RC 510,73,19.4,35.2,91,5840,379.6
,,,,,,,,
2015,12,NSIC RC 222,87,4.4,34.3,84,6960,565.5
2015,12,NSIC RC 192,92,4.4,34.3,84,5520,368
2015,12,NSIC RC 11,85,4.4,34.3,84,5100,374
2015,12,NSIC RC 120,87,4.4,34.3,84,6960,435
2015,12,NSIC RC 396,94,4.4,34.3,84,5640,564
2015,12,NSIC RC 350,82,4.4,34.3,84,6560,639.6
2015,12,NSIC RC 410,82,4.4,34.3,84,6560,697
2015,12,NSIC RC 100,82,4.4,34.3,84,6560,352.6
2015,12,NSIC RC 102,84,4.4,34.3,84,5040,336
2015,12,NSIC RC 242,86,4.4,34.3,84,6880,421.4
2015,12,NSIC RC 56,94,4.4,34.3,84,5640,554.6
2015,12,NSIC RC 12,86,4.4,34.3,84,4300,404.2
2015,12,NSIC RC 42,94,4.4,34.3,84,6580,338.4
2015,12,NSIC RC 442,91,4.4,34.3,84,4550,664.3
2015,12,NSIC RC 510,88,4.4,34.3,84,7040,633.6
,,,,,,,,
,,,,,,,,
